venue,venue_key,status,query,place,admin1,country_code,country,latitude,longitude,timezone,countries_voted,source,note
"Seddon Park, Hamilton",seddon park hamilton,mapped,Hamilton,Hamilton,Waikato Region,NZ,New Zealand,-37.7833,175.2833,Pacific/Auckland,NZ ZW GB IN PK ZA JM TT BB GY LC VC AG GD KN DM BD NL LK AU,open-meteo-geocoding,
Sedgars Park,sedgars park,mapped,Potchefstroom,Potchefstroom,North West,ZA,South Africa,-26.7167,27.1000,Africa/Johannesburg,ZW ZA BM CA,open-meteo-geocoding,
"Sedgars Park, Potchefstroom",sedgars park potchefstroom,mapped,Potchefstroom,Potchefstroom,North West,ZA,South Africa,-26.7167,27.1000,Africa/Johannesburg,ZA AU,open-meteo-geocoding,
Seebarn Cricket Centre,seebarn cricket centre,mapped,Lower Austria,Lower Austria Prealps,Lower Austria,AT,Austria,48.0607,15.2001,Europe/Vienna,DE AT,open-meteo-geocoding,
"Seebarn Cricket Centre, Lower Austria",seebarn cricket centre lower austria,mapped,Lower Austria,Lower Austria Prealps,Lower Austria,AT,Austria,48.0607,15.2001,Europe/Vienna,DE AT,open-meteo-geocoding,
Selangor Turf Club,selangor turf club,mapped,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,MY,Malaysia,3.1412,101.6865,Asia/Kuala_Lumpur,SG MY NP DK VU US BM CA QA HK TZ AE OM UG,open-meteo-geocoding,
"Selangor Turf Club, Kuala Lumpur",selangor turf club kuala lumpur,mapped,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,MY,Malaysia,3.1412,101.6865,Asia/Kuala_Lumpur,MY KW HK AE BH OM BT ID CN NP QA TH JP NA SG MV MN MM,open-meteo-geocoding,
Senwes Park,senwes park,mapped,Potchefstroom,Potchefstroom,North West,ZA,South Africa,-26.7167,27.1000,Africa/Johannesburg,ZA LK BD ZW GB IN IE PK NZ AU,open-meteo-geocoding,
"Senwes Park, Potchefstroom",senwes park potchefstroom,mapped,Potchefstroom,Potchefstroom,North West,ZA,South Africa,-26.7167,27.1000,Africa/Johannesburg,ZA LK JM TT BB GY LC VC AG GD KN DM NZ BD GB PK,open-meteo-geocoding,
"Severn Cricket Field, Woodley Park",severn cricket field woodley park,mapped,Los Angeles,Los Angeles,California,US,United States,34.0522,-118.2437,America/Los_Angeles,OM US DK BM IT JE,open-meteo-geocoding,
Shaheed Chandu Stadium,shaheed chandu stadium,mapped,Bogra,Bogra,Rajshahi Division,BD,Bangladesh,24.8510,89.3711,Asia/Dhaka,BD ZW LK,open-meteo-geocoding,
Shaheed Veer Narayan Singh International Stadium,shaheed veer narayan singh international stadium,mapped,Raipur,Raipur,Chhattisgarh,IN,India,21.2333,81.6333,Asia/Kolkata,IN,open-meteo-geocoding,
"Shaheed Veer Narayan Singh International Stadium, Raipur",shaheed veer narayan singh international stadium raipur,mapped,Raipur,Raipur,Chhattisgarh,IN,India,21.2333,81.6333,Asia/Kolkata,IN NZ AU ZA,open-meteo-geocoding,
"Shahid Kamruzzaman Stadium, Rajshahi",shahid kamruzzaman stadium rajshahi,mapped,Rajshahi,Rajshahi,Rajshahi Division,BD,Bangladesh,24.3740,88.6011,Asia/Dhaka,LK BD,open-meteo-geocoding,
Sharad Pawar Cricket Academy BKC,sharad pawar cricket academy bkc,mapped,Mumbai,Mumbai,Maharashtra,IN,India,19.0728,72.8826,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Sharjah Cricket Association Stadium,sharjah cricket association stadium,mapped,Sharjah,Sharjah city,Emirate of Sharjah,AE,United Arab Emirates,25.3342,55.4122,Asia/Dubai,PK ZW LK KE,open-meteo-geocoding,country not among the archive's votes
Sharjah Cricket Stadium,sharjah cricket stadium,mapped,Sharjah,Sharjah city,Emirate of Sharjah,AE,United Arab Emirates,25.3342,55.4122,Asia/Dubai,AE PK IN GB LK NZ JM TT BB GY LC VC AG GD KN DM ZA AU BD NA NP OM US IE PG MY NL KW MV SA SG HK BM DK CA KE,open-meteo-geocoding,
Sheikh Abu Naser Stadium,sheikh abu naser stadium,mapped,Khulna,Khulna,Khulna Division,BD,Bangladesh,22.8098,89.5644,Asia/Dhaka,BD ZW JM TT BB GY LC VC AG GD KN DM PK,open-meteo-geocoding,
"Sheikh Abu Naser Stadium, Khulna",sheikh abu naser stadium khulna,mapped,Khulna,Khulna,Khulna Division,BD,Bangladesh,22.8098,89.5644,Asia/Dhaka,BD,open-meteo-geocoding,
Sheikh Kamal International Cricket Stadium,sheikh kamal international cricket stadium,mapped,Cox's Bazar,Cox's Bazar Airport,Chittagong,BD,Bangladesh,21.4522,91.9639,Asia/Dhaka,BD ZW ZA,open-meteo-geocoding,
Sheikh Zayed Stadium,sheikh zayed stadium,mapped,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,AE,United Arab Emirates,24.4512,54.3970,Asia/Dubai,PK IN AE GB HK IE LK NZ OM AU PG ZA CA NL NP JM TT BB GY LC VC AG GD KN DM NA JE NG IT BD UG US,open-meteo-geocoding,
Sheikh Zayed Stadium Nursery 1,sheikh zayed stadium nursery 1,mapped,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,AE,United Arab Emirates,24.4512,54.3970,Asia/Dubai,UG AE NA CA IT US PG GB OM NP,open-meteo-geocoding,
Sheikh Zayed Stadium Nursery 2,sheikh zayed stadium nursery 2,mapped,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,AE,United Arab Emirates,24.4512,54.3970,Asia/Dubai,IT NA KE PG HK AE GB,open-meteo-geocoding,
"Sheikh Zayed Stadium, Abu Dhabi",sheikh zayed stadium abu dhabi,mapped,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,AE,United Arab Emirates,24.4512,54.3970,Asia/Dubai,AE PK BD TH GB IE ZW US,open-meteo-geocoding,
Sheikhupura Stadium,sheikhupura stadium,mapped,Sheikhupura,Shaikhpura,Punjab,PK,Pakistan,32.2787,74.5070,Asia/Karachi,ZW PK,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Sher-e-Bangla National Cricket Stadium,sher e bangla national cricket stadium,mapped,Dhaka,Dhaka,Dhaka Division,BD,Bangladesh,23.7104,90.4074,Asia/Dhaka,BD LK,open-meteo-geocoding,"hand-curated: the ground's city, country pinned; Mirpur, Dhaka"
Shere Bangla National Stadium,shere bangla national stadium,mapped,Mirpur,Mīrpur,Punjab,IN,India,30.6119,76.8533,Asia/Kolkata,BD ZW IN PK LK JM TT BB GY LC VC AG GD KN DM ZA NZ GB AU AE IE OM,open-meteo-geocoding,
"Shere Bangla National Stadium, Mirpur",shere bangla national stadium mirpur,mapped,Dhaka,Dhaka,Dhaka Division,BD,Bangladesh,23.7104,90.4074,Asia/Dhaka,BD ZW AU PK NZ LK IN GB JM TT BB GY LC VC AG GD KN DM IE ZA,open-meteo-geocoding,
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",shrimant madhavrao scindia cricket stadium gwalior,mapped,Gwalior,Gwalior,Madhya Pradesh,IN,India,26.2298,78.1734,Asia/Kolkata,BD IN,open-meteo-geocoding,
"Sikh Union Club Ground, Nairobi",sikh union club ground nairobi,mapped,Nairobi,Nairobi,Nairobi County,KE,Kenya,-1.2833,36.8167,Africa/Nairobi,KE RW NG MW SC,open-meteo-geocoding,
"Simar Cricket Ground, Rome",simar cricket ground rome,mapped,Rome,Rome,Lazio,IT,Italy,41.8919,12.5113,Europe/Rome,AT IM IT SE HU RO FR ES PT TR IL JE LU DE,open-meteo-geocoding,
"Simonds Stadium, South Geelong",simonds stadium south geelong,mapped,Geelong,Geelong,Victoria,AU,Australia,-38.1471,144.3607,Australia/Melbourne,AU LK NZ,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Simonds Stadium, South Geelong, Victoria",simonds stadium south geelong victoria,mapped,Geelong,Geelong,Victoria,AU,Australia,-38.1471,144.3607,Australia/Melbourne,AU,open-meteo-geocoding,
Singapore Cricket Club,singapore cricket club,mapped,Singapore,Singapore,,SG,Singapore,1.2897,103.8501,Asia/Singapore,IT OM BT KW JE SG MY DK,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Singapore National Cricket Ground,singapore national cricket ground,mapped,Singapore,Singapore,,SG,Singapore,1.2897,103.8501,Asia/Singapore,SG HK MY MM KW BH ID WS OM NP UZ PH KH TH CN,open-meteo-geocoding,
Sinhalese Sports Club,sinhalese sports club,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK ZA PK BD,open-meteo-geocoding,
Sinhalese Sports Club Ground,sinhalese sports club ground,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK ZA IN PK JM TT BB GY LC VC AG GD KN DM AU GB BD NZ,open-meteo-geocoding,
"Sinhalese Sports Club Ground, Colombo",sinhalese sports club ground colombo,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK BD PK OM GB NL ZW US IE NA IN,open-meteo-geocoding,
"Sinovich Park, Sinoville",sinovich park sinoville,mapped,Pretoria,Pretoria,Gauteng,ZA,South Africa,-25.7449,28.1878,Africa/Johannesburg,CA NL PK ZA,open-meteo-geocoding,
Sir Paul Getty's Ground,sir paul getty s ground,mapped,Wormsley,Wormsley,England,GB,United Kingdom,52.1260,-2.8329,Europe/London,GB IN AU,open-meteo-geocoding,
"Sir Paul Getty's Ground, Wormsley",sir paul getty s ground wormsley,mapped,Wormsley,Wormsley,England,GB,United Kingdom,52.1260,-2.8329,Europe/London,GB,open-meteo-geocoding,
Sir Vivian Richards Stadium,sir vivian richards stadium,mapped,North Sound,North Sound,Saint George Parish,AG,Antigua and Barbuda,17.0956,-61.7837,America/Antigua,JM TT BB GY LC VC AG GD KN DM LK BD,open-meteo-geocoding,
"Sir Vivian Richards Stadium, Antigua",sir vivian richards stadium antigua,mapped,North Sound,North Sound,Saint George Parish,AG,Antigua and Barbuda,17.0956,-61.7837,America/Antigua,JM TT BB GY LC VC AG GD KN DM IN GB AU,open-meteo-geocoding,
"Sir Vivian Richards Stadium, North Sound",sir vivian richards stadium north sound,mapped,Antigua,Antigua,,AG,Antigua and Barbuda,17.0761,-61.7954,America/Antigua,JM TT BB GY LC VC AG GD KN DM GB IN AU US ZA ZW NZ BD LK,open-meteo-geocoding,
"Sir Vivian Richards Stadium, North Sound, Antigua",sir vivian richards stadium north sound antigua,mapped,North Sound,North Sound,Saint George Parish,AG,Antigua and Barbuda,17.0956,-61.7837,America/Antigua,JM TT BB GY LC VC AG GD KN DM US GB NZ ZA PK AR BD BM BZ OM NA AU LK BS CA IN,open-meteo-geocoding,
Skarpnack 1,skarpnack 1,mapped,Stockholm,Stockholm,Stockholm County,SE,Sweden,59.3294,18.0687,Europe/Stockholm,GI IL IM,open-meteo-geocoding,country not among the archive's votes
Skarpnack 2,skarpnack 2,mapped,Stockholm,Stockholm,Stockholm County,SE,Sweden,59.3294,18.0687,Europe/Stockholm,DE IM IL ES,open-meteo-geocoding,country not among the archive's votes
Sky Stadium,sky stadium,mapped,Wellington,Wellington,Wellington Region,NZ,New Zealand,-41.2866,174.7756,Pacific/Auckland,NZ AU GB,open-meteo-geocoding,
"Sky Stadium, Wellington",sky stadium wellington,mapped,Wellington,Wellington,Wellington Region,NZ,New Zealand,-41.2866,174.7756,Pacific/Auckland,NZ AU ZA PK GB,open-meteo-geocoding,
"Solvangs Park, Glostrup",solvangs park glostrup,mapped,Copenhagen,Copenhagen,Capital Region,DK,Denmark,55.6759,12.5655,Europe/Copenhagen,FI NO SE,open-meteo-geocoding,country not among the archive's votes
Somerset Cricket Club,somerset cricket club,mapped,Bermuda,Bermuda,Alabama,US,United States,31.4874,-87.1883,America/Chicago,IT OM NP US BM UG,open-meteo-geocoding,
Sophia Gardens,sophia gardens,mapped,Cardiff,Cardiff,Wales,GB,United Kingdom,51.4800,-3.1800,Europe/London,GB AU PK LK NZ ZA IN BD JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Sophia Gardens, Cardiff",sophia gardens cardiff,mapped,Cardiff,Cardiff,Wales,GB,United Kingdom,51.4800,-3.1800,Europe/London,GB LK ZA NZ PK AU JM TT BB GY LC VC AG GD KN DM IN,open-meteo-geocoding,
Southend Club Cricket Stadium,southend club cricket stadium,mapped,Karachi,Karachi,Sindh,PK,Pakistan,24.8608,67.0104,Asia/Karachi,PK JM TT BB GY LC VC AG GD KN DM BD,open-meteo-geocoding,
"Southend Club Cricket Stadium, Karachi",southend club cricket stadium karachi,mapped,Karachi,Karachi,Sindh,PK,Pakistan,24.8608,67.0104,Asia/Karachi,LK PK,open-meteo-geocoding,
Sportpark Duivesteijn,sportpark duivesteijn,mapped,Voorburg,Voorburg,South Holland,NL,The Netherlands,52.0742,4.3597,Europe/Amsterdam,FR DE NO BE,open-meteo-geocoding,country not among the archive's votes
"Sportpark Harga, Schiedam",sportpark harga schiedam,mapped,Schiedam,Schiedam,South Holland,NL,The Netherlands,51.9192,4.3889,Europe/Amsterdam,NL IT NA,open-meteo-geocoding,
Sportpark Het Schootsveld,sportpark het schootsveld,mapped,Deventer,Deventer,Overijssel,NL,The Netherlands,52.2550,6.1639,Europe/Amsterdam,GB IE NL ZW TH PT DK AT DE CY,open-meteo-geocoding,
Sportpark Het Schootsveld 2,sportpark het schootsveld 2,mapped,Deventer,Deventer,Overijssel,NL,The Netherlands,52.2550,6.1639,Europe/Amsterdam,DK FR,open-meteo-geocoding,country not among the archive's votes
"Sportpark Het Schootsveld, Deventer",sportpark het schootsveld deventer,mapped,Deventer,Deventer,Overijssel,NL,The Netherlands,52.2550,6.1639,Europe/Amsterdam,DE GG AT,open-meteo-geocoding,country not among the archive's votes
Sportpark Maarschalkerweerd,sportpark maarschalkerweerd,mapped,Utrecht,Utrecht,Utrecht,NL,The Netherlands,52.0908,5.1222,Europe/Amsterdam,GB DE TH NL AE BD IE FR UG PG CY DK PT IT,open-meteo-geocoding,
"Sportpark Maarschalkerweerd, Utrecht",sportpark maarschalkerweerd utrecht,mapped,Utrecht,Utrecht,Utrecht,NL,The Netherlands,52.0908,5.1222,Europe/Amsterdam,NL GB US TH HK NP NA IE JE CA PG AE,open-meteo-geocoding,
Sportpark Thurlede,sportpark thurlede,mapped,Schiedam,Schiedam,South Holland,NL,The Netherlands,51.9192,4.3889,Europe/Amsterdam,SE NO IL BE IT JE FI GG,open-meteo-geocoding,country not among the archive's votes
Sportpark Westvliet,sportpark westvliet,mapped,The Hague,The Hague,South Holland,NL,The Netherlands,52.0767,4.2986,Europe/Amsterdam,IT NL BD ES FI GG NO JE AE,open-meteo-geocoding,
"Sportpark Westvliet, The Hague",sportpark westvliet the hague,mapped,The Hague,The Hague,South Holland,NL,The Netherlands,52.0767,4.2986,Europe/Amsterdam,NL GB IE US CA NZ,open-meteo-geocoding,
"Sportpark Westvliet, Voorburg",sportpark westvliet voorburg,mapped,The Hague,The Hague,South Holland,NL,The Netherlands,52.0767,4.2986,Europe/Amsterdam,NL NA JE GG IT GB,open-meteo-geocoding,
"Spytty Park, Newport",spytty park newport,mapped,Newport,Newport,Wales,GB,United Kingdom,51.5877,-2.9983,Europe/London,GB,open-meteo-geocoding,
Sri Lanka Army Ordnance Corps International Cricket Stadium,sri lanka army ordnance corps international cricket stadium,mapped,Kalutara,Kalutara,Western Province,LK,Sri Lanka,6.5831,79.9593,Asia/Colombo,LK,open-meteo-geocoding,"hand-curated: the ground's city, country pinned; Dombagoda, Kalutara district"
Sri Ramachandra Medical College,sri ramachandra medical college,mapped,Chennai,Chennai,Tamil Nadu,IN,India,13.0878,80.2785,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
St  Pauls college ground  Kalamassery,st pauls college ground kalamassery,mapped,Kochi,Kochi,Kerala,IN,India,9.9399,76.2602,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"St Albans Club, Buenos Aires",st albans club buenos aires,mapped,Buenos Aires,Buenos Aires,Buenos Aires F.D.,AR,Argentina,-34.6131,-58.3772,America/Argentina/Buenos_Aires,AR BR US CA BM KY PA BS BZ,open-meteo-geocoding,
"St George's College Ground, Buenos Aires",st george s college ground buenos aires,mapped,Buenos Aires,Buenos Aires,Buenos Aires F.D.,AR,Argentina,-34.6131,-58.3772,America/Argentina/Buenos_Aires,AR CA BR MX BS BZ KY BM PA,open-meteo-geocoding,
St George's Park,st george s park,mapped,Port Elizabeth,Port Elizabeth,Eastern Cape,ZA,South Africa,-33.9611,25.6149,Africa/Johannesburg,ZA IN AU JM TT BB GY LC VC AG GD KN DM PK LK GB NZ ZW,open-meteo-geocoding,
"St George's Park, Gqeberha",st george s park gqeberha,mapped,Gqeberha,Port Elizabeth,Eastern Cape,ZA,South Africa,-33.9611,25.6149,Africa/Johannesburg,ZA IN AU GB LK IE BD,open-meteo-geocoding,
"St George's Park, Port Elizabeth",st george s park port elizabeth,mapped,Port Elizabeth,Port Elizabeth,Eastern Cape,ZA,South Africa,-33.9611,25.6149,Africa/Johannesburg,ZA AU ZW NZ GB BD JM TT BB GY LC VC AG GD KN DM NA LK,open-meteo-geocoding,
St Georges Quilmes,st georges quilmes,mapped,Quilmes,Quilmes,Buenos Aires,AR,Argentina,-34.7206,-58.2545,America/Argentina/Buenos_Aires,CL MX AR,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"St Helen's, Swansea",st helen s swansea,mapped,Swansea,Swansea,Wales,GB,United Kingdom,51.6208,-3.9432,Europe/London,GB,open-meteo-geocoding,
St Lawrence Ground,st lawrence ground,mapped,Canterbury,Canterbury,England,GB,United Kingdom,51.2790,1.0799,Europe/London,GB AU ZA BD IN,open-meteo-geocoding,
"St Lawrence Ground, Canterbury",st lawrence ground canterbury,mapped,Canterbury,Canterbury,England,GB,United Kingdom,51.2790,1.0799,Europe/London,GB NZ IN JM TT BB GY LC VC AG GD KN DM ZA ZW,open-meteo-geocoding,
St'Xavier's KCA Cricket Ground,st xavier s kca cricket ground,mapped,Thiruvananthapuram,Thiruvananthapuram,Kerala,IN,India,8.4855,76.9492,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Stadium Australia,stadium australia,mapped,Sydney,Sydney,New South Wales,AU,Australia,-33.8678,151.2073,Australia/Sydney,AU GB IN LK ZA,open-meteo-geocoding,
"Stanley Park, Blackpool",stanley park blackpool,mapped,Blackpool,Blackpool,England,GB,United Kingdom,53.8167,-3.0500,Europe/London,GB,open-meteo-geocoding,
Star Stile,star stile,mapped,Halstead,Halstead,England,GB,United Kingdom,51.9451,0.6393,Europe/London,GG,open-meteo-geocoding,country not among the archive's votes
"Stars Arena Hofstade, Zemst",stars arena hofstade zemst,mapped,Zemst,Zemst,Flanders,BE,Belgium,50.9832,4.4608,Europe/Brussels,BE PT MT,open-meteo-geocoding,
Stellenbosch University 1,stellenbosch university 1,mapped,Stellenbosch,Stellenbosch,Western Cape,ZA,South Africa,-33.9346,18.8668,Africa/Johannesburg,ZA NL IE GB,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Stellenbosch University 2,stellenbosch university 2,mapped,Stellenbosch,Stellenbosch,Western Cape,ZA,South Africa,-33.9346,18.8668,Africa/Johannesburg,PK NL,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Strathfieldsaye,strathfieldsaye,mapped,Bendigo,Bendigo,Victoria,AU,Australia,-36.7582,144.2802,Australia/Melbourne,JP VU,open-meteo-geocoding,country not among the archive's votes
"Stubberudmyra Cricket Ground, Oslo",stubberudmyra cricket ground oslo,mapped,Oslo,Oslo,Oslo,NO,Norway,59.9127,10.7461,Europe/Oslo,SE NO HU,open-meteo-geocoding,
Subrata Roy Sahara Stadium,subrata roy sahara stadium,mapped,Pune,Pune,Maharashtra,IN,India,18.5196,73.8554,Asia/Kolkata,IN GB,open-meteo-geocoding,
Sulabiya Ground,sulabiya ground,mapped,Kuwait City,Kuwait City,Al Asimah,KW,Kuwait,29.3670,47.9743,Asia/Kuwait,MV BH SA QA KW AE,open-meteo-geocoding,
"Sunrise Sports Club, Harare",sunrise sports club harare,mapped,Harare,Harare,Harare,ZW,Zimbabwe,-17.8277,31.0534,Africa/Harare,IE GB NL BD US PK ZW,open-meteo-geocoding,
SuperSport Park,supersport park,mapped,Centurion,Centurion,Gauteng,ZA,South Africa,-25.8589,28.1858,Africa/Johannesburg,ZA IN AU PK GB LK NZ JM TT BB GY LC VC AG GD KN DM ZW BD,open-meteo-geocoding,
"SuperSport Park, Centurion",supersport park centurion,mapped,Centurion,Centurion,Gauteng,ZA,South Africa,-25.8589,28.1858,Africa/Johannesburg,ZA PK IN JM TT BB GY LC VC AG GD KN DM AU BD NL GB CA LK NZ,open-meteo-geocoding,
"Surrey Village, Maggona",surrey village maggona,mapped,Maggona,Maggona,Western Province,LK,Sri Lanka,6.5041,79.9811,Asia/Colombo,LK,open-meteo-geocoding,
"Svanholm Park, Brondby",svanholm park brondby,mapped,Brøndby,Brøndby,Capital Region,DK,Denmark,55.6455,12.4101,Europe/Copenhagen,DK FI DE SE HU NO JE EE RO BE TR GI RS,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Sydney Cricket Ground,sydney cricket ground,mapped,Sydney,Sydney,New South Wales,AU,Australia,-33.8678,151.2073,Australia/Sydney,AU IN GB LK NZ ZA PK JM TT BB GY LC VC AG GD KN DM ZW BD NL,open-meteo-geocoding,
Sydney Parade,sydney parade,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
Sydney Showground Stadium,sydney showground stadium,mapped,Sydney,Sydney,New South Wales,AU,Australia,-33.8678,151.2073,Australia/Sydney,AU PK IN ZA GB JM TT BB GY LC VC AG GD KN DM TH,open-meteo-geocoding,
Sylhet International Cricket Stadium,sylhet international cricket stadium,mapped,Sylhet,Sylhet,Sylhet Division,BD,Bangladesh,24.8990,91.8720,Asia/Dhaka,BD LK ZW IN PK TH IE GB MY NL JM TT BB GY LC VC AG GD KN DM AE NZ,open-meteo-geocoding,
"Sylhet International Cricket Stadium, Academy Ground",sylhet international cricket stadium academy ground,mapped,Sylhet,Sylhet,Sylhet Division,BD,Bangladesh,24.8990,91.8720,Asia/Dhaka,IN LK MY AE TH BD PK,open-meteo-geocoding,
Sylhet Stadium,sylhet stadium,mapped,Sylhet,Sylhet,Sylhet Division,BD,Bangladesh,24.8990,91.8720,Asia/Dhaka,GB IE BD LK NZ IN PK JM TT BB GY LC VC AG GD KN DM ZW NL AE AU ZA,open-meteo-geocoding,
T I Murugappa Ground,t i murugappa ground,mapped,Chennai,Chennai,Tamil Nadu,IN,India,13.0878,80.2785,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"TCA Oval, Blantyre",tca oval blantyre,mapped,Blantyre,Blantyre,Southern Region,MW,Malawi,-15.7850,35.0085,Africa/Blantyre,MW RW BH DE TZ ZM,open-meteo-geocoding,
Tack-Tec Ground,tack tec ground,mapped,Kuwait City,Kuwait City,Al Asimah,KW,Kuwait,29.3670,47.9743,Asia/Kuwait,AE KW QA SA MV BH,open-meteo-geocoding,
Tafawa Balewa Square (TBS) Cricket Oval,tafawa balewa square tbs cricket oval,mapped,Lagos,Lagos,Lagos,NG,Nigeria,6.4541,3.3947,Africa/Lagos,RW GH,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Tafawa Balewa Square Cricket Oval,tafawa balewa square cricket oval,mapped,Lagos,Lagos,Lagos,NG,Nigeria,6.4541,3.3947,Africa/Lagos,SL NG GH GM,open-meteo-geocoding,
"Tafawa Balewa Square Cricket Oval, Lagos",tafawa balewa square cricket oval lagos,mapped,Lagos,Lagos,Lagos,NG,Nigeria,6.4541,3.3947,Africa/Lagos,NG RW GH SL BW SZ,open-meteo-geocoding,
Takashinga Sports Club,takashinga sports club,mapped,Harare,Harare,Harare,ZW,Zimbabwe,-17.8277,31.0534,Africa/Harare,TZ ZW NA SL RW,open-meteo-geocoding,
"Takashinga Sports Club, Highfield, Harare",takashinga sports club highfield harare,mapped,Harare,Harare,Harare,ZW,Zimbabwe,-17.8277,31.0534,Africa/Harare,ZW US TH NP MW NG BW UG NL JM TT BB GY LC VC AG GD KN DM IE GB AE TZ KE PK,open-meteo-geocoding,
"Taunton Vale Sports Club Ground, Taunton",taunton vale sports club ground taunton,mapped,Taunton,Taunton,England,GB,United Kingdom,51.0149,-3.1029,Europe/London,GB,open-meteo-geocoding,
Ted Summerton Reserve,ted summerton reserve,mapped,Moe,Yallourn,Victoria,AU,Australia,-38.1783,146.2610,Australia/Melbourne,AU,open-meteo-geocoding,
"Ted Summerton Reserve, Moe",ted summerton reserve moe,mapped,Moe,Yallourn,Victoria,AU,Australia,-38.1783,146.2610,Australia/Melbourne,AU,open-meteo-geocoding,
Terdthai Cricket Ground,terdthai cricket ground,mapped,Bangkok,Bangkok,Bangkok,TH,Thailand,13.7540,100.5014,Asia/Bangkok,TH MY AE CN NP HK GB SG ZW IE NL BD,open-meteo-geocoding,
"Terdthai Cricket Ground, Bangkok",terdthai cricket ground bangkok,mapped,Bangkok,Bangkok,Bangkok,TH,Thailand,13.7540,100.5014,Asia/Bangkok,TH BT ZW ID SG MY JP AE MV SA BH PG KW GB PH MM KH NA NL HK NP UG TZ QA CN,open-meteo-geocoding,
Thailand Cricket Ground,thailand cricket ground,mapped,Bangkok,Bangkok,Bangkok,TH,Thailand,13.7540,100.5014,Asia/Bangkok,TH BD,open-meteo-geocoding,
The Cooper Associates County Ground,the cooper associates county ground,mapped,Taunton,Taunton,England,GB,United Kingdom,51.0149,-3.1029,Europe/London,GB ZA NZ AU PK BD JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"The Cooper Associates County Ground, Taunton",the cooper associates county ground taunton,mapped,Taunton,Taunton,England,GB,United Kingdom,51.0149,-3.1029,Europe/London,GB IN NZ ZA AU PK JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"The Cricket Field, Sedbergh School",the cricket field sedbergh school,mapped,Sedbergh,Sedbergh,England,GB,United Kingdom,54.3212,-2.5251,Europe/London,GB,open-meteo-geocoding,
"The Gnoll, Neath",the gnoll neath,mapped,Neath,Neath,Wales,GB,United Kingdom,51.6632,-3.8044,Europe/London,GB,open-meteo-geocoding,
"The Green, Comber",the green comber,mapped,Comber,Comber,Northern Ireland,GB,United Kingdom,54.5494,-5.7438,Europe/London,IE GB,open-meteo-geocoding,
The Hills Cricket Club Ground,the hills cricket club ground,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB ZA,open-meteo-geocoding,
"The Hills, Milverton",the hills milverton,mapped,Milverton,Milverton,England,GB,United Kingdom,51.0233,-3.2522,Europe/London,IE GB,open-meteo-geocoding,
"The John Fretwell Sporting Complex, Nettleworth",the john fretwell sporting complex nettleworth,mapped,Mansfield,Mansfield,England,GB,United Kingdom,53.1333,-1.2000,Europe/London,GB,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"The John Fretwell Sporting Complex, Sookholme",the john fretwell sporting complex sookholme,mapped,Sookholme,Sookholme,England,GB,United Kingdom,53.1833,-1.1833,Europe/London,,open-meteo-geocoding,no country vote; most populous place of that name
The Kent County Cricket Ground,the kent county cricket ground,mapped,Beckenham,Beckenham,England,GB,United Kingdom,51.4088,-0.0253,Europe/London,GB,open-meteo-geocoding,
"The Lawn, Waringstown",the lawn waringstown,mapped,Waringstown,Waringstown,Northern Ireland,GB,United Kingdom,54.4343,-6.2993,Europe/London,IE GB,open-meteo-geocoding,
